iter	Logloss
122	0.4299199822
123	0.4293730232
124	0.4287527706
125	0.4278351002
126	0.4268992992
127	0.4263106785
128	0.4260288624
129	0.4258150679
130	0.4256055596
131	0.4247947007
132	0.4242497133
133	0.4233833056
134	0.4231894847
135	0.4229998642
136	0.422632196
137	0.4218233087
138	0.4210791427
139	0.4205191966
140	0.4198103915
141	0.4194635541
142	0.4187611783
143	0.4183337608
144	0.418001625
145	0.417414976
146	0.4171183725
147	0.4164626304
148	0.4159109137
149	0.415475781
150	0.4148267682
151	0.4143231853
152	0.4136313535
153	0.4131916346
154	0.4128539268
155	0.4122856226
156	0.4116891582
157	0.4114325448
158	0.4112234651
159	0.4105448348
160	0.4099935467
161	0.4093530205
162	0.4086341001
163	0.4082875627
164	0.4076474651
165	0.4072716959
166	0.4067768568
167	0.4063435244
168	0.4058157246
169	0.4050550997
170	0.4045761623
171	0.4044207455
172	0.4040174591
173	0.4035767973
174	0.4029393571
175	0.4028294167
176	0.4022664702
177	0.4017441996
178	0.4011674517
179	0.4007111453
180	0.4004014262
181	0.3999529206
182	0.3993627998
183	0.39887409
184	0.3984897914
185	0.3981430397
186	0.3978950843
187	0.3976548441
188	0.3972923193
189	0.3972320557
190	0.3968587297
191	0.3965697556
192	0.3964922616
193	0.3961364232
194	0.3957970437
195	0.3951650041
196	0.3946889813
197	0.3943636176
198	0.3943205416
199	0.3939189268
200	0.3938623921
201	0.3934114435
202	0.3930879657
203	0.3927620877
204	0.3924520685
205	0.3920219507
206	0.3916766563
207	0.3915542431
208	0.3909512209
209	0.3904875852
210	0.3903286537
211	0.3901590069
212	0.3897902671
213	0.3892463084
214	0.3888744397
215	0.3885189442
216	0.3882658883
217	0.3879222656
218	0.38761919
219	0.3873076278
220	0.3870297978
221	0.3867525251
222	0.3863902574
223	0.3860901393
224	0.3856897247
225	0.385338944
226	0.385102047
227	0.3847918135
228	0.3843475513
229	0.3840844658
230	0.3839796688
231	0.3835870121
232	0.383242575
233	0.3827191471
234	0.3824462891
235	0.3821471568
236	0.3817697589
237	0.3813564001
238	0.3809735159
239	0.3808898926
240	0.3805116375
241	0.3801808304
242	0.3798490374
243	0.3796019393
244	0.3795013428
245	0.3791471331
246	0.3790220625
247	0.3788374997
248	0.3785578696
249	0.3783493471
250	0.3781213225
251	0.3778782962
252	0.3776640303
253	0.3774871398
254	0.3772745025
255	0.3768784598
256	0.3765431951
257	0.3762794237
258	0.3760245677
259	0.375690846
260	0.3755536026
261	0.3753238635
262	0.3750110583
263	0.3749796835
264	0.3745977852
265	0.3742260022
266	0.3739111397
267	0.3737024029
268	0.3735903622
269	0.3734508472
270	0.3731571583
271	0.3729494502
272	0.3726882935
273	0.3723668302
274	0.3719348693
275	0.3717004583
276	0.3714249857
277	0.3712038619
278	0.3710730906
279	0.3707670576
280	0.3706450302
281	0.3705457194
282	0.3702789478
283	0.3700525091
284	0.3697107722
285	0.3694318707
286	0.3692322635
287	0.3692173476
288	0.3691200085
289	0.3688133325
290	0.3684722386
291	0.3682423281
292	0.3680707953
293	0.3678481713
294	0.3676282904
295	0.3674635726
296	0.3671435667
297	0.3668188888
298	0.3666022654
299	0.3663770697
300	0.3662009507
301	0.3660512774
302	0.3658096228
303	0.3655280638
304	0.3653368575
305	0.3651211342
306	0.3648889949
307	0.3647760113
308	0.364540443
309	0.3642852869
310	0.3641542585
311	0.3640017992
312	0.3637864188
313	0.3636118428
314	0.3633729742
315	0.3630735419
316	0.3628357448
317	0.3627753526
318	0.3626278224
319	0.3625858178
320	0.362426072
321	0.3622723269
322	0.3622421093
323	0.3620227857
324	0.3618648829
325	0.3618560962
326	0.3617933466
327	0.36140099
328	0.3611892529
329	0.3610471233
330	0.3608639321
331	0.3607528772
332	0.3606484231
333	0.3604549022
334	0.3604284565
335	0.3602908702
336	0.3601092649
337	0.3599190015
338	0.3599026284
339	0.3598647814
340	0.3596672744
341	0.3594864835
342	0.3593433894
343	0.3592405855
344	0.3590098177
345	0.3589106142
346	0.3587175862
347	0.3584959909
348	0.3583057275
349	0.3581164499
350	0.3580245329
351	0.3577376805
352	0.3575831424
353	0.357488375
354	0.3571303078
355	0.356932115
356	0.3567390442
357	0.356665322
358	0.3564376617
359	0.3563061403
360	0.3562993039
361	0.3561961785
362	0.3560181736
363	0.355942544
364	0.355703461
365	0.3555691323
366	0.3553490585
367	0.3550691497
368	0.3548376319
369	0.3546832224
370	0.354496988
371	0.354346286
372	0.3541010739
373	0.3538051777
374	0.3536832145
375	0.3536045632
376	0.3535170609
377	0.3534090064
378	0.3531301906
379	0.3531235041
380	0.3530692197
381	0.352882771
382	0.3527076378
383	0.3524185138
384	0.3523173171
385	0.3521935967
386	0.3520523243
387	0.3519528421
388	0.3518270643
389	0.351679384
390	0.3515343398
391	0.3513907529
392	0.3512876275
393	0.351158185
394	0.3510230204
395	0.3509644498
396	0.3507104724
397	0.3504690535
398	0.3502932131
399	0.3501897662
400	0.3500175047
401	0.3499295095
402	0.3498348279
403	0.3495479541
404	0.349500549
405	0.3493652558
406	0.349283947
407	0.3492038598
408	0.349048143
409	0.3489429602
410	0.3487300873
411	0.3485468747
412	0.348516057
413	0.3482622082
414	0.3481664979
415	0.3480254398
416	0.3479967224
417	0.3478515282
418	0.3478122668
419	0.3477033765
420	0.3474896034
421	0.3472889032
422	0.3469828273
423	0.3468608428
424	0.3465704114
425	0.3463760547
426	0.3463034898
427	0.3461597743
428	0.3460754009
429	0.3458438402
430	0.3457841337
431	0.3456083362
432	0.3454196373
433	0.3451502725
434	0.3450402678
435	0.3448238158
436	0.3447393353
437	0.3446590552
438	0.3445083532
439	0.3444638842
440	0.3443390064
441	0.344083936
442	0.3439021593
443	0.3437082526
444	0.3434643692
445	0.3433232682
446	0.3432353159
447	0.3430993155
448	0.3430543321
449	0.3429097808
450	0.3428301436
451	0.3425240034
452	0.3422810844
453	0.3421777447
454	0.3420325933
455	0.3419367115
456	0.3416875346
457	0.3414162839
458	0.3412633532
459	0.3411678357
460	0.3410136405
461	0.3408879055
462	0.3408439936
463	0.3407351462
464	0.3406969778
465	0.3406676817
466	0.3405303741
467	0.3405023853
468	0.3404149045
469	0.3402460934
470	0.3401595984
471	0.3400520796
472	0.339915672
473	0.339702199
474	0.3395695204
475	0.3394420495
476	0.3392819394
477	0.3391921654
478	0.3390695379
479	0.3388865396
480	0.3386186535
481	0.3385724271
482	0.338345024
483	0.3381560465
484	0.3380851531
485	0.3378729231
486	0.3375975791
487	0.3375365439
488	0.3373481022
489	0.3371744263
490	0.3371090835
491	0.3368819162
492	0.3367089689
493	0.3365623388
494	0.3364282458
495	0.3363390719
496	0.3362025143
497	0.3361649888
498	0.335966346
499	0.3358723501
500	0.335860906
501	0.3357125614
502	0.3355761324
503	0.3354907089
504	0.3354773575
505	0.3353503152
506	0.3352157936
507	0.3350863082
508	0.3348346882
509	0.3345887688
510	0.334508703
511	0.334336313
512	0.3341946548
513	0.3341462639
514	0.3340770421
515	0.3339184107
516	0.333849489
517	0.3336857142
518	0.3334751343
519	0.3333482635
520	0.3331628435
521	0.3330537603
522	0.3329378192
523	0.3327460343
524	0.3326368225
525	0.3325891388
526	0.332435415
527	0.3322670969
528	0.3320558741
529	0.3319151803
530	0.3318585599
531	0.331783509
532	0.3316193056
533	0.3314347428
534	0.331407997
535	0.3313292385
536	0.3312506301
537	0.3311879447
538	0.3310574307
539	0.3309988386
540	0.3309889375
541	0.3309711071
542	0.3308663529
543	0.3307449684
544	0.3305650347
545	0.3304821614
546	0.3302560871
547	0.3301544404
548	0.3300067387
549	0.3299628911
550	0.3297350166
551	0.3296168038
552	0.3295147928
553	0.3292974836
554	0.3292326338
555	0.3291643979
556	0.3290968906
557	0.3288501782
558	0.3287161281
559	0.3286265041
560	0.3285136062
561	0.3284120453
562	0.3283106343
563	0.3281855637
564	0.3280162383
565	0.3279502526
566	0.3276968538
567	0.3276705153
568	0.327512934
569	0.3274174165
570	0.3274151448
571	0.3273814341
572	0.3272470624
573	0.3271741974
574	0.3269758975
575	0.3269264564
576	0.326672329
577	0.3265570308
578	0.3264435757
579	0.3264320459
580	0.3263315994
581	0.3262678854
582	0.326166453
583	0.3260817796
584	0.325876986
585	0.3258760859
586	0.3257625451
587	0.3256936663
588	0.3255959843
589	0.3254486684
590	0.3253762749
591	0.3253643164
592	0.3252773499
593	0.3251817682
594	0.325003999
595	0.3249157252
596	0.3247734241
597	0.32464246
598	0.3244530324
599	0.3243474425
600	0.3241281402
601	0.3240186927
602	0.3237993262
603	0.3236746842
604	0.3235335404
605	0.3234308221
606	0.3232599323
607	0.3232446092
608	0.3231102376
609	0.3229367331
610	0.3227625429
611	0.3226791553
612	0.3226427657
613	0.3225906029
614	0.3225193238
615	0.3224246636
616	0.3222740473
617	0.3221485267
618	0.3220698324
619	0.3218305352
620	0.321741597
621	0.3217046502
622	0.3216214341
623	0.3215211161
624	0.3214329066
625	0.3211653634
626	0.3211251162
627	0.3211150437
628	0.3209792576
629	0.3207963022
630	0.3207131289
631	0.3206795253
632	0.320539946
633	0.3205148075
634	0.3204450072
635	0.3203053635
636	0.3201836575
637	0.320096241
638	0.3200210828
639	0.319946932
640	0.3198639516
641	0.3197303086
642	0.3195680768
643	0.3195440314
644	0.3193118492
645	0.3192856392
646	0.3192752024
647	0.3191710483
648	0.3191343372
649	0.3188806598
650	0.3186891106
651	0.3185315079
652	0.318448356
653	0.3183848778
654	0.3182797378
655	0.3182304468
656	0.3181212993
657	0.3179892636
658	0.3177786409
659	0.3177038043
660	0.3176324394
661	0.3173420295
662	0.3172693145
663	0.3170855661
664	0.3170760508
665	0.3169814549
666	0.3168294885
667	0.3167628813
668	0.3165713107
669	0.316352287
670	0.3163229267
671	0.316058191
672	0.3160440252
673	0.3159867619
674	0.3158500971
675	0.3157656809
676	0.3156301306
677	0.3154959518
678	0.3153230903
679	0.3152141357
680	0.3150561258
681	0.3149738097
682	0.3148968943
683	0.3148155641
684	0.3147090526
685	0.3144651692
686	0.3143313976
687	0.3142691194
688	0.314190511
689	0.3140505244
690	0.3140026693
691	0.3138451523
692	0.3135757661
693	0.3135111519
694	0.3134274001
695	0.3133997542
696	0.3133569996
697	0.3130743905
698	0.3130068833
699	0.312971608
700	0.3128443514
701	0.3127052436
702	0.3126230133
703	0.3124913205
704	0.3124738329
705	0.3124148337
706	0.3122216985
707	0.3121480192
708	0.3119792724
709	0.3119259524
710	0.3118564949
711	0.3117745003
712	0.3115596343
713	0.3114870693
714	0.3114427931
715	0.3113403963
716	0.3112722675
717	0.311219719
718	0.3111823221
719	0.3110977773
720	0.3109449751
721	0.3108282411
722	0.3106547795
723	0.310478982
724	0.3104542936
725	0.3102300837
726	0.310106899
727	0.3100099456
728	0.3097592043
729	0.3097094847
730	0.309556511
731	0.3093386446
732	0.3092708802
733	0.3092381767
734	0.3091327582
735	0.3090343261
736	0.3088114449
737	0.3086886888
738	0.308547845
739	0.3083001898
740	0.3082641001
741	0.3080429334
742	0.3079538238
743	0.307818252
744	0.3077280066
745	0.3075509875
746	0.3073967923
747	0.3073625886
748	0.307240304
749	0.3071700535
750	0.3071064895
751	0.307029467
752	0.3068954811
753	0.3068437469
754	0.3065970346
755	0.3064225443
756	0.3062113644
757	0.3060547904
758	0.3059374349
759	0.3058687489
760	0.3058307519
761	0.3057055956
762	0.3055625658
763	0.3055118818
764	0.3053920189
765	0.3053054167
766	0.3051609296
767	0.3051537717
768	0.305057247
769	0.3049217824
770	0.3048504176
771	0.3048214002
772	0.3046188997
773	0.3044696979
774	0.3042587109
775	0.3041691941
776	0.3041059301
777	0.3040198851
778	0.3038554245
779	0.3038404658
780	0.3036667899
781	0.3035084371
782	0.3031992966
783	0.3031653715
784	0.3030159554
785	0.3029495839
786	0.3028083544
787	0.302619634
788	0.3025090078
789	0.3024189553
790	0.3023554555
791	0.302061531
792	0.30198648
793	0.301965392
794	0.3017984026
795	0.3017465827
796	0.3016119539
797	0.3012571013
798	0.3011470752
799	0.3011167291
800	0.3009972947
801	0.3009020773
802	0.300828055
803	0.3007368881
804	0.3005070204
805	0.3004172679
806	0.3003416169
807	0.3001265794
808	0.2999448883
809	0.2998809386
810	0.2997726269
811	0.2996773452
812	0.2994434057
813	0.299237412
814	0.2990765947
815	0.2990108661
816	0.2989257427
817	0.2988465984
818	0.2986594854
819	0.2986328039
820	0.2985067475
821	0.2983261923
822	0.2982337823
823	0.2981752117
824	0.2981285352
825	0.2979346072
826	0.2978278814
827	0.297673129
828	0.2976299029
829	0.2975738611
830	0.2974639635
831	0.2973200766
832	0.297251412
833	0.297089716
834	0.2969657812
835	0.2968706924
836	0.2967901337
837	0.296687394
838	0.296644318
839	0.296566181
840	0.29642448
841	0.2961178469
842	0.2960107139
843	0.2958861362
844	0.2957760243
845	0.2957604869
846	0.2956096778
847	0.2953982835
848	0.2953146602
849	0.2952016338
850	0.2950820923
851	0.2949139027
852	0.29480902
853	0.2947548856
854	0.2947341833
855	0.2946159063
856	0.2944437091
857	0.2943651435
858	0.2942871994
859	0.2941555495
860	0.2940102052
861	0.2938228993
862	0.2937257102
863	0.2936525023
864	0.2936286498
865	0.2935223526
866	0.2934941924
867	0.293403154
868	0.2932839126
869	0.29320749
870	0.2931355251
871	0.2929328747
872	0.2927526195
873	0.2925409681
874	0.2924037676
875	0.2923080787
876	0.2921041853
877	0.2919727926
878	0.2917992238
879	0.2917068567
880	0.2915660344
881	0.2915254657
882	0.291422126
883	0.2913317091
884	0.2912464785
885	0.2910528719
886	0.2909547613
887	0.2907920795
888	0.2906867038
889	0.2905614831
890	0.2904995908
891	0.2903611687
892	0.2902163388
893	0.290019689
894	0.2898164813
895	0.2897786773
896	0.2896721229
897	0.2895728979
898	0.2895204351
899	0.289350081
900	0.2892135663
901	0.2889521524
902	0.2888711222
903	0.2887767192
904	0.2886226525
905	0.2885086188
906	0.2884324535
907	0.2883966853
908	0.2883309782
909	0.2883267778
910	0.2882975889
911	0.2882468834
912	0.2881075184
913	0.2880507051
914	0.2879308851
915	0.2878934024
916	0.287780526
917	0.2876452757
918	0.2876092075
919	0.2875584806
920	0.2874275593
921	0.2873815044
922	0.2872678992
923	0.2872053854
924	0.2871626522
925	0.2870094428
926	0.2868442535
927	0.2868400317
928	0.2867382778
929	0.28666537
930	0.2866243941
931	0.2864442032
932	0.2863575796
933	0.2863040024
934	0.2862350807
935	0.2861844395
936	0.2860854931
937	0.2859712879
938	0.2859052165
939	0.2858768849
940	0.2857882682
941	0.2856692625
942	0.2855276472
943	0.2852924218
944	0.2851833386
945	0.2850997582
946	0.2849629006
947	0.2849433985
948	0.2848284218
949	0.284647738
950	0.2846286645
951	0.2845709726
952	0.284473012
953	0.2844153629
954	0.2843488629
955	0.2843153236
956	0.2843119161
957	0.2841613641
958	0.2839622498
959	0.2838785836
960	0.2837512413
961	0.2835509482
962	0.2834782975
963	0.2833899594
964	0.2831990103
965	0.2830880626
966	0.2828655029
967	0.2828065894
968	0.2826657456
969	0.2826326349
970	0.2825823795
971	0.2823212227
972	0.2820300413
973	0.2819789501
974	0.2818269194
975	0.281708428
976	0.2815190862
977	0.2814423636
978	0.2812458853
979	0.2810657801
980	0.2810135316
981	0.2809449314
982	0.2808449992
983	0.280789236
984	0.2805505603
985	0.2804204319
986	0.2803513602
987	0.2801463309
988	0.2800430126
989	0.2798469201
990	0.2796049654
991	0.2795706974
992	0.27943624
993	0.2793818699
994	0.2792512058
995	0.2790380328
996	0.2789971855
997	0.2788668429
998	0.2787449012
999	0.2786233452
